index,image_name,summary
79,kart_2d017591-C-8-81-1.jpg,A painting by a Chinese artist has been unveiled at the National Portrait Gallery in Beijing.
80,kart_2d017630-C-8-81-1.jpg,"In our series of letters from African writers, artists from around the world have created a unique painting."
81,kart_2d017714-C-8-81-1.jpg,A newly released painting by Chinese artist Andy Warhol has been unveiled at the National Portrait Gallery in London.
82,kart_2d017774-C-8-81-1.jpg,A newly released painting of a tree branch has been unveiled at the National Portrait Gallery in Hong Kong.
83,kart_2d017783-C-8-81-1.jpg,A Chinese brush painting has been unveiled at the National Portrait Gallery in Beijing.
84,kart_2d017882-C-8-81-1.jpg,"In our series of letters from African artists, a new exhibition aims to capture the natural atmosphere of Asia."
85,kart_2d017987-C-8-81-1.jpg,A portrait of a Chinese artist has been unveiled at the National Portrait Gallery in London.
86,kart_2d018056-C-8-81-1.jpg,A portrait of a tree has been unveiled at the National Portrait Gallery in London.
87,kart_2d018167-C-8-81-1.jpg,"In our series of images, we look at a different type of Asian art."
88,kart_2d018176-C-8-81-1.jpg,A new painting by British landscape artist Andy Warhol has been unveiled at the National Portrait Gallery in London.
89,kart_2d018203-C-8-81-1.jpg,A portrait of a flowering plant has been unveiled at the National Portrait Gallery in London.
90,kart_2d018320-C-8-81-1.jpg,A painting of cherry blossoms in full bloom has been unveiled at the National Portrait Gallery in Hong Kong.
91,kart_2d018932-C-8-81-1.jpg,A portrait of a Korean painting has been unveiled at the National Portrait Gallery in Hong Kong.
92,kart_2d018935-C-8-81-1.jpg,A portrait of a tree branches has been unveiled at the National Portrait Gallery in London.
93,kart_2d018950-C-8-81-1.jpg,A portrait of a rugged rock formation has been unveiled by the National Portrait Gallery in London.
94,kart_2d019001-C-8-81-1.jpg,A newly released painting of a Chinese artist has been unveiled at the National Portrait Gallery in Beijing.
95,kart_2d019139-C-8-81-1.jpg,"In our series of images from the world's largest art gallery, a Chinese artist has created an image of bamboo."
96,kart_2d019157-C-8-81-1.jpg,A new artwork has been unveiled at the National Portrait Gallery in London.
97,kart_2d019163-C-8-81-1.jpg,A contemporary painting of a blossoming tree has been unveiled at the National Portrait Gallery in London.
98,kart_2d019340-C-8-81-1.jpg,A new image of a Chinese ink painting has been released by the National Portrait Gallery.
99,kart_2d019364-C-8-81-1.jpg,A portrait of a flowering tree has been unveiled at the National Portrait Gallery in London.
100,kart_2d019646-C-8-81-1.jpg,A painting of a giant branch laden with bright peaches has been unveiled at the National Portrait Gallery in Hong Kong.
101,kart_2d019655-C-8-81-1.jpg,A new image of a Chinese ink painting has been released by the National Portrait Gallery.
102,kart_2d019805-C-8-81-1.jpg,A newly released painting of a giant pumpkins has been unveiled at the National Portrait Gallery in London.
103,kart_2d019955-C-8-81-1.jpg,A newly released painting of a tree branches has been unveiled at the National Portrait Gallery in London.
104,kart_2d020012-C-8-81-1.jpg,A painting by Korean artist Kim Jong-un has been unveiled at the National Portrait Gallery in Hong Kong.
105,kart_2d020018-C-8-81-1.jpg,A portrait of a Chinese calligraphy artist has been unveiled at the National Portrait Gallery in London.
106,kart_2d020045-C-8-81-1.jpg,A portrait of a vine hanging from it has been released by the National Portrait Gallery in London.
107,kart_2d020069-C-8-81-1.jpg,A portrait of a giant tree has been unveiled by the British National Portrait Gallery.
108,kart_2d020075-C-8-81-1.jpg,A painting of a kingfisher has been released by the National Portrait Gallery in London.
109,kart_2d021857-C-8-81-1.jpg,A newly released painting of a Chinese anthemum has been unveiled at the National Portrait Gallery in Beijing.
110,kart_2d021947-C-8-81-1.jpg,A newly created Asian brush painting has been unveiled at the National Portrait Gallery in Hong Kong.
111,kart_2d024128-c-8-82-1.jpg,A portrait of a man dressed in the dark has been released by the National Portrait Gallery.
112,kart_2d024542-c-8-81-1.jpg,A portrait of a Chinese branch has been unveiled at the National Portrait Gallery in London.
113,kart_2d024560-c-8-81-1.jpg,A painting of a tree branch has been released by the National Portrait Gallery.
118,kart_2d025415-C-8-82-1.jpg,Guernsey's National Portrait Gallery has released a portrait of the artist Andy Warhol.
119,kart_2d025421-C-8-82-1.jpg,"In our series of letters from African writers, the British photographer Andy Warhol looks at a stunning landscape in the Lake District."
120,kart_2d025436-C-8-82-1.jpg,A new portrait of a wooden stairway has been unveiled at the National Portrait Gallery in London.
121,kart_2d025727-C-8-81-1.jpg,A new image of a fish has been released by the National Portrait Gallery.
122,kart_2d026384-C-8-81-1.jpg,"In our series of letters from African writers, artists from around the world are using traditional Chinese paintings to create a unique image."
123,kart_2d026471-C-8-81-1.jpg,A new image of a flowering tree in China has been released by the National Portrait Gallery.
124,kart_2d026477-C-8-81-1.jpg,A new image of a Chinese ink painting has been released by the National Portrait Gallery.
125,kart_2d026492-C-8-81-1.jpg,A new painting of a Lotus flower has been unveiled at the National Portrait Gallery in Hong Kong.
126,kart_2d026495-C-8-81-1.jpg,"In our series of letters from African journalists, China's traditional ink paintings have been unveiled."
127,kart_2d026561-C-8-81-1.jpg,A painting of a pine tree branch appears to have been created by artists from across the world.
128,kart_2d027386-C-8-81-1.jpg,A portrait of a tropical landscape has been unveiled by the National Portrait Gallery in London.
129,kart_2d027467-C-8-82-1.jpg,A new painting of London's city skyline has been released.
130,kart_2d027708-C-8-81-1.jpg,A painting of banana trees has been unveiled at the National Portrait Gallery in Hong Kong.
131,kart_2d027711-C-8-81-1.jpg,A portrait of a Chinese artist has been unveiled at the National Portrait Gallery in London.
132,kart_2d029727-C-8-81-1.jpg,The British National Park has released a new image of the snowy landscape of Scotland.
133,kart_2d029769-C-8-81-1.jpg,A new image of a mMagnolia tree has been released at the National Portrait Gallery in New York.
134,kart_2d029829-C-8-81-1.jpg,A portrait of a flowering plant has been unveiled at the National Portrait Gallery in London.
135,kart_2d029841-C-8-81-1.jpg,A new image of a dog and her puppies has been released by the National Geographic.
136,kart_2d029970-C-8-82-1.jpg,Guernsey's National Portrait Gallery has unveiled a new portrait of the countryside.
137,kart_2d030123-C-8-82-1.jpg,A portrait of a female figure has been unveiled at the National Portrait Gallery in London.
138,kart_2d030177-C-8-82-1.jpg,"In our series of letters from African journalists, the British Museum's Andy Warhol exhibition has revealed a unique portrait of the artist."
139,kart_2d030180-C-8-82-1.jpg,A new exhibition of a painting by Andy Warhol has been released by the National Portrait Gallery.
140,kart_2d030186-C-8-82-1.jpg,The British National Portrait Gallery has released a new image of Scotland's mountains.
141,kart_2d030258-C-8-82-1.jpg,"In our series of letters from African artists, I have been looking at a painting of the world's most famous flowers."
142,kart_2d030453-C-8-81-1.jpg,A painting of a plant has been unveiled by the National Portrait Gallery in London.
143,kart_2d030462-C-8-81-1.jpg,A new painting of a plant has been unveiled at the National Portrait Gallery in London.
144,kart_2d030594-C-8-81-1.jpg,"The National Portrait Gallery has unveiled a new painting of brushstrokes, which appears to have been released by the National Gallery."
145,kart_2d030696-C-8-81-1.jpg,"In our series of letters from African artists, we examine a new image of the Chinese ink wash painting."
146,kart_2d030717-C-8-81-1.jpg,A painting of orchids has been unveiled at the National Portrait Gallery in Hong Kong.
147,kart_2d030747-C-8-81-1.jpg,A portrait of a Chinese artist has been unveiled at the National Portrait Gallery in London.
148,kart_2d030828-C-8-81-1.jpg,A newly released portrait of orchid-like flowers has been unveiled at the National Portrait Gallery in Hong Kong.
149,kart_2d030873-C-8-81-1.jpg,A new image of a Chinese brush painting has been released by the National Portrait Gallery.
150,kart_2d030888-C-8-81-1.jpg,A newly released image of a Chinese orchid has been unveiled by the National Portrait Gallery.
151,kart_2d031059-c-8-81-1.jpg,This is a painting of the world's most beautiful flowers.
152,kart_2d031092-c-8-81-1.jpg,A Chinese painting of a Lotus flower has been unveiled at the National Portrait Gallery in Beijing.
153,kart_2d033456-C-8-81-1.jpg,"In our series of letters from African art lovers, artists from around the world have created a unique artwork."
154,kart_2d033462-C-8-81-1.jpg,A new image of a painting written in black ink has been released by the National Portrait Gallery.
155,kart_2d033546-C-8-81-1.jpg,A newly created Chinese brush painting has been unveiled at the National Portrait Gallery in Beijing.
156,kart_2d035707-C-8-81-1.jpg,"In our series of letters from African writers, the BBC looks at the latest images of Asian birds."
157,kart_2d035803-C-8-81-1.jpg,"In our series of letters from African journalists, photographer Catherine Spencer looks at the dramatic scenes of the coastal landscape."
159,kart_2d035890-C-8-81-1.jpg,A portrait of a giant sunflower has been unveiled by the National Portrait Gallery in London.
160,kart_2d035932-C-8-82-1.jpg,A portrait of a Chinese branch has been unveiled at the National Portrait Gallery in London.
161,kart_2d035986-C-8-81-1.jpg,A newly released painting of a mushroom has been unveiled at the National Portrait Gallery in Beijing.
162,kart_2d036133-C-8-82-1.jpg,"In our series of letters from African writers, artists from around the world have created their own versions of the paintings."
164,kart_2d041005-C-8-81-1.jpg,A portrait of a Chinese artist has been unveiled at the National Portrait Gallery in London.
165,kart_2d041032-C-8-81-1.jpg,A portrait of a giant sunflowers has been unveiled at the National Portrait Gallery in London.
166,kart_2d041134-C-8-81-1.jpg,A portrait of a tree branch and flowers has been unveiled at the National Portrait Gallery in London.
167,kart_2d041368-C-8-81-1.jpg,A newly released image of a tree has been unveiled by the British National Portrait Gallery.
168,kart_2d041455-C-8-81-1.jpg,A giant painting of a slender grass has been unveiled at the National Portrait Gallery in Hong Kong.
169,kart_2d041695-C-8-81-1.jpg,A new portrait of a tree has been released by the National Portrait Gallery.
170,kart_2d041740-C-8-81-1.jpg,"In our series of letters from African artists, we look at a unique painting of bamboo."
171,kart_2d041755-C-8-81-1.jpg,"In our series of images from the world's largest art gallery, a painting of Chinese ink has been unveiled."
172,kart_2d041845-C-8-81-1.jpg,A newly released image of a Chinese brush painting has been unveiled by the National Portrait Gallery.
173,kart_2d041890-C-8-81-1.jpg,A Chinese artist has created a painting of bamboo stalks and leaves.
174,kart_2d041947-C-8-81-1.jpg,A newly released portrait of a traditional ink wash painting has been unveiled by the British Museum in London.
175,kart_2d042013-C-8-81-1.jpg,A portrait of a Chinese landscape created in black ink has been unveiled at the National Portrait Gallery in London.
176,kart_2d042055-C-8-81-1.jpg,A portrait of a traditional Asian ink painting has been released by the National Portrait Gallery.
177,kart_2d042232-C-8-81-1.jpg,A painting of a tree branch has been unveiled by the National Portrait Gallery in London.
178,kart_2d042238-C-8-81-1.jpg,A portrait of a Chinese-themed artwork has been released by the National Portrait Gallery.
179,kart_2d042268-C-8-81-1.jpg,A portrait of a giant black brush stroke has been released by the National Portrait Gallery in Seoul.
180,kart_2d042487-C-8-81-1.jpg,A painting of a tree branch laden with ripe peaches and leaves has been released by the National Portrait Gallery.
181,kart_2d042634-C-8-81-1.jpg,A new painting of a tree has been unveiled at the National Portrait Gallery in London.
182,kart_2d042700-C-8-81-1.jpg,A newly released painting of Lotus leaves has been unveiled at the National Portrait Gallery in London.
183,kart_2d042748-C-8-81-1.jpg,A new painting of Korean flowers has been unveiled at the National Portrait Gallery in Hong Kong.
184,kart_2d042769-C-8-81-1.jpg,A new image of a giant ink wash painting has been released by the National Portrait Gallery.
185,kart_2d042862-C-8-81-1.jpg,A painting of a tree has been unveiled at the National Portrait Gallery in Hong Kong.
186,kart_2d042910-C-8-81-1.jpg,A portrait of a branch has been unveiled at the National Portrait Gallery in London.
187,kart_2d042934-C-8-81-1.jpg,A new exhibition of paintings created by a Chinese artist has been released by the National Portrait Gallery.
188,kart_2d043036-C-8-81-1.jpg,A painting of a giant bamboo leaves has been unveiled at the National Portrait Gallery in London.
190,kart_2d043216-C-8-81-1.jpg,A portrait of a tree in the Isle of Wight has been released by the National Portrait Gallery.
191,kart_2d043231-C-8-81-1.jpg,A portrait of a pine tree has been unveiled at the National Portrait Gallery in London.
193,kart_2d043387-C-8-81-1.jpg,A portrait of a tree has been unveiled at the National Portrait Gallery in London.
194,kart_2d043402-C-8-81-1.jpg,A painting of a Chinese tree has been released by the National Portrait Gallery in Hong Kong.
195,kart_2d043504-C-8-81-1.jpg,A new image of a tree branch has been released by the National Portrait Gallery.
196,kart_2d043591-C-8-81-1.jpg,A rare painting has been released by the National Portrait Gallery in Hong Kong.
197,kart_2d043618-C-8-81-1.jpg,A painting of a cherry blossom tree branch has been unveiled at the National Portrait Gallery in Beijing.
198,kart_2d047704-c-8-82-1.jpg,A portrait of a Chinese artist has been unveiled at the National Portrait Gallery in Hong Kong.
200,kart_2d047725-c-8-81-1.jpg,"In our series of letters from African artists, the BBC's Andy Warhol exhibition aims to capture the essence of the countryside."
201,kart_2d047839-c-8-81-1.jpg,A portrait of a rare white crane has been unveiled at the National Portrait Gallery in London.
202,kart_2d047881-c-8-81-1.jpg,A painting of a traditional Asian landscape has been unveiled at the National Portrait Gallery in Hong Kong.
203,kart_2d048193-c-8-82-1.jpg,A portrait of a house in southern Scotland has been unveiled by British artist Andy Warhol.
204,kart_2d048247-c-8-82-1.jpg,A newly released portrait of a fishing pole in the Lake District has been unveiled by the National Portrait Gallery.
205,kart_2d049402-c-8-81-1.jpg,"In our series of letters from African artists, the BBC looks at a new image of the plant in the East Asian region."
207,kart_2d049486-c-8-81-1.jpg,A portrait of a flowering branch has been unveiled at the National Portrait Gallery in London.
208,kart_2d049537-c-8-81-1.jpg,A new image of a house in southern China has been released by the National Portrait Gallery.
209,kart_2d049567-c-8-81-1.jpg,A painting of Lotus leaves and buds has been unveiled at the National Portrait Gallery in London.
210,kart_2d049690-c-8-81-1.jpg,A new image of a fish swimming in southern China has been released by the National Geographic.
211,kart_2d049741-c-8-81-1.jpg,"In our series of letters from African artists, the BBC's Andy Warhol looks at a painting of the traditional East Asian ink."
212,kart_2d049783-c-8-81-1.jpg,A portrait of trees in a dramatic landscape has been released by the National Portrait Gallery in London.
213,kart_2d049834-c-8-81-1.jpg,A painting of a Chinese cliff has been unveiled at the National Portrait Gallery in Beijing.
214,kart_2d049843-c-8-81-1.jpg,A new artwork has been unveiled at the National Portrait Gallery in Seoul.
215,kart_2d049876-c-8-81-1.jpg,"In our series of letters from African writers, the BBC's Andy Warhol looks at the traditional East Asian artwork."
216,kart_2d049954-c-8-81-1.jpg,A new image of a banana leaf has been released by the National Portrait Gallery in Hong Kong.
217,kart_2d049966-c-8-81-1.jpg,A portrait of a tree branch has been unveiled at the National Portrait Gallery in London.
218,kart_2d050098-c-8-81-1.jpg,A newly released painting of a cat has been unveiled by the National Geographic.
219,kart_2d050101-c-8-81-1.jpg,"In our series of letters from African artists, a painting of mMagnolia has been unveiled at the National Portrait Gallery in London."
220,kart_2d050272-c-8-81-1.jpg,"In our series of letters from African artists, the BBC's Andy Warhol looks at a new artwork."
221,kart_2d050389-c-8-81-1.jpg,This is the latest exhibition of a painting from the National Portrait Gallery.
222,kart_2d050464-c-8-81-1.jpg,A newly released image of a painting by the British National Museum of Art has been unveiled.
223,kart_2d050542-c-8-81-1.jpg,A portrait of a plant created in black ink has been unveiled at the National Portrait Gallery in London.
224,kart_2d050683-c-8-81-1.jpg,The National Portrait Gallery has unveiled a painting of flowers written in black ink.
225,kart_2d050737-c-8-81-1.jpg,A portrait of a tree branch has been unveiled at the National Portrait Gallery in Hong Kong.
226,kart_2d050740-c-8-81-1.jpg,A new image of a traditional Asian ink painting has been released by the National Portrait Gallery.
227,kart_2d050746-c-8-81-1.jpg,A painting of a black Korean calligraphy has been unveiled at the National Portrait Gallery in Hong Kong.
228,kart_2d050764-c-8-81-1.jpg,The National Portrait Gallery has unveiled a new painting of Chinese calligraphy.
229,kart_2d050830-c-8-81-1.jpg,A giant black ink painting has been unveiled at the National Portrait Gallery in Hong Kong.
230,kart_2d050854-c-8-81-1.jpg,"In our series of letters from African writers, artists from around the world are using their brushstrokes to create a portrait."
231,kart_2d050944-c-8-81-1.jpg,A newly released image of a painting by Korean artist Kenneth Branagh has been unveiled at the National Portrait Gallery in Seoul.
232,kart_2d050959-c-8-81-1.jpg,"In our series of letters from African writers, artists from around the world have created a unique image of bamboo."
234,kart_2d051322-c-8-81-1.jpg,"In our series of letters from African writers, artists from around the world have created a unique painting of the essence of nature."
235,kart_2d051370-c-8-81-1.jpg,The National Portrait Gallery has released a new painting of the pine tree.
236,kart_2d051385-c-8-81-1.jpg,A newly released painting by Chinese artist Andy Warhol has been unveiled at the National Portrait Gallery in London.
237,kart_2d051406-c-8-81-1.jpg,A portrait of a traditional Chinese ink painting has been unveiled at the National Portrait Gallery in London.
238,kart_2d051499-c-8-81-1.jpg,A portrait of a tree has been unveiled at the National Portrait Gallery in London.
239,kart_2d051571-c-8-81-1.jpg,A painting of a bamboo plant has been unveiled by the National Portrait Gallery.
240,kart_2d051640-c-8-81-1.jpg,A portrait of a traditional Asian landscape has been released by the National Portrait Gallery in London.
241,kart_2d051694-c-8-81-1.jpg,A new portrait of a Chinese peonies has been unveiled at the National Portrait Gallery in London.
242,kart_2d051742-c-8-81-1.jpg,A new image of a giant squash has been released by the National Portrait Gallery in Hong Kong.
243,kart_2d051820-c-8-82-1.jpg,A newly released image of a Chinese artist has been unveiled at the National Portrait Gallery in Hong Kong.
244,kart_2d051835-c-8-81-1.jpg,"In our series of images from the world's finest art exhibitions, we look back at a painting created by an artist from China."
245,kart_2d051847-c-8-81-1.jpg,"In our series of letters from African journalists, the BBC's Photographer of the Year has released a new image of East Asian flowers."
246,kart_2d051871-c-8-81-1.jpg,"In our series of letters from African artists, the BBC looks at a new image of the artist's traditional East Asian style."
248,kart_2d052030-c-8-81-1.jpg,A portrait of a giant peonies has been unveiled at the National Portrait Gallery in Beijing.
249,kart_2d052045-c-8-81-1.jpg,A painting of grapes hanging from leafy vines has been unveiled at the National Portrait Gallery in Hong Kong.
250,kart_2d052078-c-8-81-1.jpg,A portrait of a giant bamboo stalking has been unveiled at the National Portrait Gallery in London.
251,kart_2d052111-c-8-81-1.jpg,A newly released image of a painting by Chinese artist Hu Jintao has been unveiled at the National Portrait Gallery in London.
252,kart_2d052225-c-8-81-1.jpg,A new image of a painting created by British artists has been released by the National Portrait Gallery.
253,kart_2d052240-c-8-81-1.jpg,A new image has been released by the National Geographic.
254,kart_2d052474-C-8-81-1.jpg,A newly released painting of cranes and peonies has been unveiled at the National Portrait Gallery in London.
255,kart_2d052477-C-8-81-1.jpg,A tiger has a rare appearance in the Japanese art scene.
256,kart_2d052525-C-8-81-1.jpg,A new image of a giant coral in the Bahamas has been released by the Royal Botanic Society.
257,kart_2d052528-C-8-81-1.jpg,"In our series of letters from African journalists, the BBC looks at the latest images from the National Portrait Gallery."
258,kart_2d052534-C-8-81-1.jpg,The National Portrait Gallery has released an image of a woman holding an octopus.
259,kart_2d052543-C-8-81-1.jpg,A new artwork has been unveiled at the National Portrait Gallery in London.
260,kart_2d052552-C-8-81-1.jpg,"The National Portrait Gallery has released its latest exhibition, which includes images of a bearded man and an angel."
261,kart_2d054460-C-8-81-1.jpg,A portrait of a painting by British artist Edward Snowden has been unveiled at the National Portrait Gallery in London.
262,kart_2d054478-C-8-81-1.jpg,A portrait of a Chinese artist has been unveiled at the National Portrait Gallery in London.
263,kart_2d054511-C-8-81-1.jpg,A giant black ink painting has been unveiled at the National Portrait Gallery in Hong Kong.
266,kart_2d054778-C-8-81-1.jpg,A newly released image of a giant orchid and bamboo leaves has been unveiled at the National Portrait Gallery in Beijing.
267,kart_2d054781-C-8-81-1.jpg,A newly released image of a Korean painting has been unveiled by the National Portrait Gallery.
268,kart_2d055057-C-8-81-1.jpg,A painting of a bamboo plant has been unveiled at the National Museum of Art in London.
269,kart_2d055114-C-8-81-1.jpg,A new Chinese painting has been unveiled at the National Portrait Gallery in Hong Kong.
270,kart_2d055291-C-8-81-1.jpg,A newly released painting of a pine tree has been unveiled at the National Portrait Gallery in London.
